Hurricanes,Year,COUNTY_x,Lat,Lon,Landfall_pop/sq mile,Pathway Town,Pathway_Latitude,Pathway_Longitude,Pathway Town Population Densities ,Fatalities,Max Wind Speed_mph,Pressure_MB,Storm Surge_ft,Precip_total_in,Mapped_COUNTY,STATE,STATEABBRV,Latitude,Longitude,STATEFIPS,COUNTY_y,COUNTYTYPE,COUNTYFIPS,STCOFIPS,NRI_ID,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EXP_AREA,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,HRCN_RISKV,HRCN_RISKS,HRCN_RISKR,Population Density,Fatality Rate,Damage Index,Preparedness,Emergency Preparedness,Preparedness_Score,Emergency_Preparedness
Gracie ,1959,charleston,32.7802266,-79.9300012,950," Savannah, GA ",32.0808989,-81.091203,"1,300",22,130,957,10,8,charleston,South Carolina,SC,32.7833163,-79.9319664,45,charleston,County,19,45019,C45019,407722,85995597414,25671902,1371.697942,491072483.6,99.45911549,Relatively High,100,99.50479728,Very High,100,477153555.7,415756369.9,5.223048609,60587363.86,809821.883,0.004834624,1.28E-05,0.031545068,98.48344166,98.21826281,45.18999863,Relatively Moderate,0.043478261,92.70999908,Very High,1,2.786784887,1.029170752,61,0.361551203,85988400872,407699.2764,4.73E+12,25671902,4.82E+12,975.3305859,0.012215502,9.48E-06,0.046023685,Very High,343185404,1.261975433,14638915.02,384557.3366,358208876.3,99.69736273,Very High,0.003990732,3.10E-06,0.014979698,95.15780372,360703043.6,99.64109466,Very High,297.2389092,5.40E-05,62692809.24,48.5723949,Moderate,49,1
Hazel ,1954,wilmington,34.2300798,-77.9401406,1100," Cape May, NJ ",38.9316029,-74.9107738,"2,300",95,150,938,18,12,new hanover,North Carolina,NC,34.2154913,-77.8824596,37,new hanover,County,129,37129,C37129,225344,51260309582,5535212,332.1791355,283543106,98.50461343,Relatively High,100,98.70009285,Relatively High,100,267100436.8,246889632.8,1.731678647,20087472.31,123331.6478,0.00481639,7.68E-06,0.022281287,97.05973383,97.6773783,46.18000031,Relatively Moderate,0.21,82.26999664,Very High,0.97,2.722949982,1.061559874,61,0.396743391,51259827176,225340.8834,2.61E+12,5535212,2.67E+12,213.920451,0.012215502,9.48E-06,0.046023685,Very High,237980760.1,0.811686246,9415560.453,96773.47177,247493094,99.43795936,Very High,0.004642593,3.60E-06,0.017483246,98.01124081,262605950.2,99.37191566,Very High,678.3809575,0.000421578,154315259.8,42.80325436,Moderate,43,1
Ione ,1955,new bern,35.11,-77.03,900," Greenville, NC ",35.612661,-77.3663538,1800,7,125,960,9,7,new bern,North Carolina,NC,35.11,-77.03,37,Craven,County,49,37049,C37049,100042,17364285217,82132321,781.0889623,138492517.4,96.40470888,Relatively High,96,96.22407923,Relatively High,96,113807540.9,102343800.6,0.866356743,10049738.22,1414002.106,0.005893925,8.66E-06,0.017216147,98.82389353,99.0136812,86.69999695,Very High,0.71,65.62999725,Relatively High,0.9,2.65851593,1.216901062,73,0.40547357,17364284928,100041.998,1.16E+12,82132321,1.18E+12,729.5152332,0.014540428,8.85E-06,0.043303136,Very High,98716485.39,0.346951279,4024634.831,1293406.489,104034526.7,97.92477302,Relatively High,0.00568503,3.47E-06,0.015747838,99.52442715,126729720,98.0708838,Relatively High,128.0801609,7.00E-05,22230867.49,32.66985952,Low,33,0
Helene ,1958,outer banks,35.360109,-75.508538,850," Norfolk, VA ",36.8507689,-76.2858726,900,1,135,952,8,6,outer banks,North Carolina,NC,35.360109,-75.508538,37,Dare,County,55,37055,C37055,36860,12597467012,1797100,1557.298013,108560708,95.48202354,Relatively High,95,95.66697617,Relatively High,95,101895370.3,98123372.88,0.32045273,3717251.662,54745.76735,0.007789135,8.69E-06,0.030463395,99.90714949,99.87273306,27.71999931,Relatively Low,0.03,99.58999634,Very High,1,2.923130035,1.065413548,96,0.621556608,12597382917,36859.51455,4.28E+11,1794492.884,4.40E+11,422.9839929,0.018944604,9.48E-06,0.068037577,Very High,90632064.29,0.130385061,1512466.709,50104.29173,92194635.29,97.66536965,Relatively High,0.007194467,3.54E-06,0.027880636,99.82706442,97826519.62,97.57738896,Relatively High,23.6692012,2.71E-05,8089310.4,50.70754855,Moderate,51,1
Connie ,1955,elizabeth city,36.3,-76.2201,950," Norfolk, VA ",36.8507689,-76.2858726,900,14,120,960,9,8,elizabeth city,North Carolina,NC,36.3,-76.2201,37,Pasquotank,County,139,37139,C37139,40457,7395498645,56004999,292.2510295,25228982.5,83.6461979,Relatively Moderate,72,81.61559889,Relatively Low,74,20303701.18,17160053.01,0.174874584,2028545.18,1115102.994,0.002320338,4.32E-06,0.019910776,88.362736,89.69137766,77.18000031,Relatively High,0.56,73.45999908,Relatively High,0.94,2.686764002,1.242580467,53,0.393588019,7395445660,40456.7168,4.69E+11,55832322.06,4.77E+11,229.2797003,0.007016591,2.02E-06,0.0623505,Relatively High,16016400.35,0.02519016,292205.8532,1067516.667,17376122.87,89.84003459,Relatively Moderate,0.002165696,6.23E-07,0.019061096,91.82879377,21571086.69,91.56572454,Relatively Moderate,138.4323609,0.000346046,25305295.44,42.14444852,Moderate,42,1
Edna ,1954,cape cod,41.6698475,-70.2903828,800," Marthas Vineyard, MA ",41.3804981,-70.645473,5500,20,115,970,10,9,cape cod,Massachusetts,MA,41.6698475,-70.2903828,25,Barnstable,County,1,25001,C25001,228870,63061628266,26516524,1318.721037,30293386.14,86.31880369,Relatively Moderate,50,88.23893531,Relatively Moderate,50,33334879.37,31369368.17,0.146283074,1696883.654,268627.5414,0.00049744,6.39E-07,0.010130571,37.38780563,29.01686287,9.609999657,Very Low,0.071428571,98.69999695,Very High,0.857142857,2.874241114,0.908759435,25,0.168373763,63060371634,228866.5456,2.65E+12,26516524,2.72E+12,429.9192993,0.002878725,1.37E-06,0.04539033,Relatively High,27194829.67,0.04657036,540216.1746,178024.3222,27913070.16,93.90402075,Relatively Moderate,0.000431242,2.03E-07,0.006713713,80.89061824,25509802.37,92.82189323,Relatively Moderate,173.5545226,8.74E-05,47820294.43,59.91772734,Moderate,60,1
Carol ,1954,narragansett,41.43,-71.45,900," Cape Cod, MA ",41.6687897,-70.2962408,1600,60,125,960,12,10,narragansett,Massachusetts,MA,41.43,-71.45,25,Bristol,County,5,25005,C25005,578698,90593043889,40167943,698.1051125,42686019.1,89.53229399,Relatively Moderate,57.14285714,90.28164655,Relatively Moderate,57.14285714,40108089.19,37439857.55,0.1699126,1970986.155,697245.4834,0.000413275,2.94E-07,0.017358257,29.37171154,28.47597836,58.75,Relatively Moderate,0.785714286,88.09999847,Very High,0.142857143,2.755567074,1.064274563,32,0.195807631,90555308361,578320.317,6.71E+12,40167943,6.80E+12,587.247356,0.00184547,6.38E-07,0.016903177,Relatively Moderate,32087502.77,0.070981287,823382.9263,130127.0167,33041012.72,94.72546476,Relatively Moderate,0.000354194,1.23E-07,0.003239574,78.90185906,35348788.58,94.48183042,Relatively Moderate,828.955396,0.000103681,129769919,50.35604246,Moderate,50,1
King ,1950,miami,25.7599403,-80.1900622,1200," Fort Lauderdale, FL ",26.1224386,-80.1373174,1800,50,140,945,15,12,miami,Florida,FL,25.7599403,-80.1900622,12,Miami-Dade,County,86,12086,C12086,2698679,3.20E+11,960869503,2413.442013,1301109037,99.80909959,Very High,100,99.78334881,Very High,100,959496229.2,802495653.6,10.79630533,125237141.8,31763433.81,0.002511139,4.00E-06,0.033056969,86.84617765,89.34139357,90.06999969,Very High,0.850746269,37.11000061,Relatively Low,0.641791045,2.545964003,1.356033507,62,0.321119523,3.20E+11,2698638.632,3.13E+13,957966933.3,3.16E+13,2012.216045,0.007857425,9.48E-06,0.014778741,Relatively High,739709650.5,7.550028908,87580335.33,4451566.429,831741552.3,99.87029831,Very High,0.002314671,2.80E-06,0.004632852,92.82317337,1133826281,99.95513683,Very High,1118.186799,1.85E-05,132590714.1,38.85060547,Low,39,0
Easy ,1950,tampa,27.9498901,-82.4602554,1000," Cedar Key, FL ",29.1385785,-83.0351212,400,30,125,952,12,10,hillsborough,Florida,FL,27.9903597,-82.3017728,12,hillsborough,County,57,12057,C12057,1458282,2.04E+11,513396369,1345.386221,656902724.1,99.5545657,Very High,95.52238806,99.56669762,Very High,95.52238806,533355772.5,427713270.9,8.594995988,99701953.47,5940548.125,0.002098561,5.89E-06,0.011571075,83.68926029,85.68246898,79.05999756,Relatively High,0.611940299,40.90000153,Relatively Moderate,0.671641791,2.560275078,1.231640788,50,0.257361276,2.04E+11,1458216.038,1.69E+13,513396369,1.71E+13,1085.430747,0.007857425,9.48E-06,0.014778741,Relatively High,399767958.7,3.449119024,40009780.68,1860500.58,441638240,99.82706442,Very High,0.001961449,2.37E-06,0.003623907,90.96411587,542216706.4,99.82054733,Very High,1083.913286,2.06E-05,151629321.6,34.28485152,Low,34,0
Key_West ,1949,key west,24.5499901,-81.7800505,900," Marathon, FL ",24.726026,-81.0446262,250,12,115,960,9,8,key west,Florida,FL,24.5499901,-81.7800505,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.000145649,3384039.269,22.64024673,Low,23,0
Boca Chica ,1948,boca chica,24.58,-81.71,850," Key Largo, FL ",25.0926205,-80.44204,200,20,110,965,8,7,boca chica,Florida,FL,24.58,-81.71,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.000242748,3384039.269,22.64024673,Low,23,0
Fort_Lauderdale ,1947,fort lauderdale,26.1200425,-80.1399495,1800," Miami, FL ",25.7616798,-80.1917902,1200,22,130,948,10,9,fort lauderdale,Florida,FL,26.1200425,-80.1399495,12,Broward,County,11,12011,C12011,1940829,2.68E+11,28541787,1321.637147,1193033660,99.74546612,Very High,98.50746269,99.75239864,Very High,98.50746269,943686695.9,848496708.5,8.161792583,94676793.96,513193.4482,0.003163993,4.21E-06,0.017980425,90.34354689,93.0321349,78.26000214,Relatively High,0.567164179,44.84000015,Relatively Moderate,0.731343284,2.575954914,1.264226427,55,0.296261523,2.68E+11,1940790.335,2.25E+13,28541787,2.28E+13,1236.897854,0.00979943,9.48E-06,0.016903177,Relatively High,827543619.4,5.787744882,67137840.63,153855.0724,894835315.1,99.9567661,Very High,0.00308586,2.98E-06,0.00539052,94.50929529,1133558563,99.91027367,Very High,1468.503669,1.13E-05,202778804,39.0959557,Low,39,0
New Orleans ,1945,new orleans,29.9499831,-90.0700911,1100," Baton Rouge, LA ",30.4514677,-91.1871466,900,45,150,938,14,13,orleans,Louisiana,LA,29.9508941,-90.0758356,22,orleans,Parish,71,22071,C22071,383606,58148869846,233932,353.3779692,160337596.5,96.97741012,Relatively High,93.75,96.93593315,Relatively High,92.1875,145193891,126561899.2,1.605621332,18625207.45,6784.375524,0.002176515,4.19E-06,0.029001486,84.98916744,85.077951,83.29000092,Very High,0.59375,99.40000153,Very High,0.96875,2.908354998,1.104299881,34,0.266190086,58134026493,383487.1875,4.45E+12,233932,4.51E+12,212.433338,0.007857425,9.48E-06,0.014778741,Relatively High,122459629.1,0.968042284,11229290.49,885.3058845,133689804.9,98.48681366,Relatively High,0.002105967,2.52E-06,0.003784458,91.52615651,147349034.5,98.42978914,Relatively High,1085.540224,0.000117308,164551485.7,45.28102018,Moderate,45,1
Jacksonville ,1944,jacksonville,30.329964,-81.649919,800," St. Augustine, FL ",29.8921835,-81.3139313,450,18,120,957,10,10,jacksonville,Florida,FL,30.329964,-81.649919,12,Duval,County,31,12031,C12031,994675,1.58E+11,10351057,927.7355931,218096248.1,97.83646198,Relatively High,77.6119403,98.01918911,Relatively High,80.59701493,183785474.8,148395209.1,3.046690271,35341607.14,48658.53584,0.000936329,3.06E-06,0.004700828,60.13618075,62.13808463,79.73000336,Relatively High,0.641791045,67.19000244,Relatively High,0.940298507,2.663525105,1.186689255,46,0.276594758,1.58E+11,994631.4156,1.15E+13,10351057,1.17E+13,846.7389404,0.003153507,2.30E-06,0.014778741,Relatively Moderate,137171635.3,0.627535683,7279413.923,39339.05587,144490388.3,98.74621703,Relatively High,0.000865512,6.31E-07,0.003800487,85.30047557,172490510.2,98.78869448,Relatively High,1072.15354,1.81E-05,170307144.8,40.76652682,Moderate,41,1
Galveston ,1942,galveston,29.2997754,-94.7900542,850," Houston, TX ",29.7600771,-95.3701108,600,52,115,962,12,9,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,0.000148369,64287263.13,42.7667731,Moderate,43,1
Houston ,1941,houston,29.7598593,-95.3599052,900," Port Arthur, TX ",29.8849504,-93.939947,500,40,125,960,11,10,houston,Alabama,AL,34.1414925,-87.2580686,1,houston,County,69,1069,C01069,107125,23761419647,79989877,587.5496847,48007533,90.67769647,Relatively Moderate,92.53731343,89.78644383,Relatively Moderate,94.02985075,38105374.71,28578808.19,0.71891021,8339358.438,1187208.085,0.00120274,6.71E-06,0.014841979,75.76601671,78.11008591,70.20999908,Relatively High,0.537313433,64,Relatively High,0.865671642,2.65178299,1.259862509,30,0.203632646,23761419647,107125,1.24E+12,79984144.06,1.27E+12,587.5496847,0.004620329,1.51E-06,0.033906519,Relatively High,21903570.96,0.032219223,373742.9858,548223.4781,22825537.43,92.26113273,Relatively Moderate,0.000921812,3.01E-07,0.006853661,85.77604842,28686554.1,93.5397039,Relatively Moderate,182.3250064,0.000373396,40441549.48,37.1721597,Low,37,0
New England ,1938,providence,41.8200441,-71.4104341,1200," Boston, MA ",42.3555076,-71.0565364,"1,550",682,120,941,17,12,providence,Rhode Island,RI,41.8249075,-71.4146264,44,providence,County,7,44007,C44007,660349,99900667371,14260012,440.0848382,43293031.67,89.69137766,Relatively Moderate,100,89.47694212,Relatively Moderate,100,36546319.34,29673321.25,0.581932735,6750419.73,122578.3644,0.000297028,8.81E-07,0.008595951,12.7824203,15.65383392,78.93000031,Relatively High,1,66.95999908,Relatively High,0.2,2.662862062,1.184607163,25,0.180122508,99885557825,660162.7422,7.66E+12,14260012,7.76E+12,435.9513501,0.001346775,1.94E-07,0.013407779,Relatively Low,23990147.68,0.022850706,265068.1941,34300.15457,24289516.03,92.99610895,Relatively Moderate,0.00024014,3.46E-08,0.002405338,75.48638132,28459958.45,93.44997757,Relatively Moderate,1500.503864,0.001032787,227003201.9,40.95779885,Moderate,41,1
Pensacola ,1936,pensacola,30.4201277,-87.220098,850," Mobile, AL ",30.6953657,-88.0398912,550,12,105,950,10,9,escambia,Florida,FL,30.6389408,-87.3413599,12,escambia,County,33,12033,C12033,321367,51114371848,30902401,1137.07484,218729166.6,97.86827871,Relatively High,79.10447761,97.98823894,Relatively High,79.10447761,182542758,167031570.5,1.29000241,14964027.96,547159.5067,0.003267801,4.01E-06,0.017706052,91.76725472,93.63665288,75.01999664,Relatively High,0.52238806,45.50999832,Relatively Moderate,0.776119403,2.579761982,1.198235247,53,0.274207183,51113704887,321361.9813,3.73E+12,30902401,3.78E+12,696.7156714,0.012215502,9.48E-06,0.046023685,Very High,154498722.7,0.754497931,8752176.001,357386.3814,163608285,98.91915262,Relatively High,0.003022608,2.35E-06,0.011565004,94.24989192,197870144.5,98.92328398,Relatively High,282.6260759,3.73E-05,44952513.28,28.55981802,Low,29,0
Florida Keys ,1935,marathon,24.7098748,-81.0911673,900," Key West, FL ",24.5550593,-81.7799871,100,408,185,892,18,10,marathon,Florida,FL,24.7098748,-81.0911673,12,Monroe,County,87,12087,C12087,82390,18080802414,4513371,5342.964716,122306359.2,95.92745784,Relatively High,65.67164179,95.45032498,Relatively High,61.19402985,97291381.49,89963435.21,0.622769916,7224131.029,103815.2522,0.004975633,7.56E-06,0.02300171,97.64778706,98.95004773,69.86000061,Relatively High,0.402985075,27.87999916,Relatively Low,0.492537313,2.509329081,1.257114015,95,0.645426975,18079139392,82382.03022,9.56E+11,4513371,9.74E+11,1189.536277,0.018944604,9.48E-06,0.068037577,Very High,89520737.68,0.205706573,2386196.245,87936.78055,91994870.71,97.62213575,Relatively High,0.004951148,2.50E-06,0.019483614,98.53004756,115539473.6,97.9362943,Relatively High,15.42027776,0.004952057,3384039.269,22.64024673,Low,23,0
Galveston ,1934,galveston,29.2997754,-94.7900542,950," Houston, TX ",29.7600771,-95.3701108,950,40,130,940,12,8,galveston,Texas,TX,29.3013479,-94.7976958,48,galveston,County,167,48167,C48167,350477,56746977585,10592645,882.7094952,553807380.9,99.52274897,Relatively High,99.60629921,99.53574745,Very High,99.60629921,496002488.1,462634875.4,2.861292812,33190996.62,176616.1088,0.008152591,8.16E-06,0.016673466,99.6904983,99.36366529,73.51999664,Relatively High,0.460629921,90.36000061,Very High,0.996062992,2.76761198,1.116541538,43,0.270302987,56746143140,350468.7538,4.07E+12,10576824.23,4.12E+12,415.1159619,0.00979943,9.48E-06,0.016903177,Relatively High,123172087,0.732377496,8495578.952,38105.23393,131705771.2,98.40034587,Relatively High,0.002170549,2.09E-06,0.003597329,91.74232598,143940042.8,98.34006281,Relatively High,397.0468222,0.00011413,64287263.13,42.7667731,Moderate,43,1
Outer Banks ,1933,cape hatteras,35.2598058,-75.5300742,800," Virginia Beach, VA ",36.8516437,-75.9792194,700,21,115,960,9,7,cape hatteras,Virginia,VA,35.2598058,-75.5300742,51,Accomack,County,1,51001,C51001,33367,8985872343,187281750,1323.264497,42786430.03,89.56411072,Relatively Moderate,96.9924812,88.88888889,Relatively Moderate,95.4887218,34924424.81,31480745.41,0.102720013,1191552.146,2252127.257,0.00350336,3.08E-06,0.012025343,94.64562055,96.65924276,87.75,Very High,0.939849624,55.43999863,Relatively Moderate,0.503759398,2.619257927,1.225114809,47,0.385304026,8985872343,33367,3.87E+11,187281474.2,3.96E+11,491.2648901,0.009546776,2.30E-06,0.044816334,Very High,21588505.69,0.019242605,223214.2218,2104234.332,23915954.24,92.65023779,Relatively Moderate,0.002402494,5.77E-07,0.011235661,92.60700389,30272752.46,93.89860924,Relatively Moderate,25.21566934,0.000629364,6790684.979,32.2856867,Low,32,0
Tampa Bay ,1933,tampa,27.9498901,-82.4602554,1000," St. Petersburg, FL ",27.7671271,-82.6384451,600,18,120,957,10,9,hillsborough,New Hampshire,NH,43.1148529,-71.8948994,33,hillsborough,County,11,33011,C33011,422867,77867007133,21535716,901.4896277,37905329.77,88.57779192,Relatively Moderate,100,90.18879604,Relatively Moderate,100,39575200.74,30510408.11,0.72679775,8430853.9,633938.7293,0.000391827,1.72E-06,0.029436622,23.55307954,18.77187401,25.43000031,Relatively Low,0.7,77.75,Relatively High,0.6,2.702814102,0.957805117,23,0.116432957,77862683097,422824.5508,4.90E+12,21535716,4.98E+12,901.4896277,0.002027199,9.39E-07,0.040364482,Relatively Moderate,20802818.67,0.052323307,606950.3598,113614.3821,21523383.41,91.82879377,Relatively Moderate,0.000267158,1.24E-07,0.005275626,76.6536965,20699098.26,91.38627187,Relatively Moderate,469.0758352,4.26E-05,86375932.39,50.75818961,Moderate,51,1
Brownsville ,1933,brownsville,25.8996169,-97.4899329,900," Harlingen, TX ",26.1906306,-97.6961026,800,15,125,952,11,8,brownsville,Texas,TX,25.8996169,-97.4899329,48,Cameron,County,61,48061,C48061,420083,54597236036,140604731,1289.315689,271688662.1,98.47279669,Relatively High,96.8503937,97.74063757,Relatively High,96.06299213,166163711.6,129647307.3,2.945530422,34168152.9,2348251.387,0.002374613,7.01E-06,0.016701084,86.81522748,94.30480433,98.27999878,Very High,0.937007874,7.860000134,Very Low,0.212598425,2.400382042,1.635066161,30,0.174195063,54592759133,420069.8713,4.87E+12,140072029.4,4.93E+12,1081.517893,0.012215502,9.48E-06,0.046023685,Relatively High,104524564.1,0.624531512,7244565.537,1000389.622,112769519.2,98.0977086,Relatively High,0.001914466,1.49E-06,0.007114907,90.40207523,185905524.6,98.83355765,Relatively High,325.8185746,3.57E-05,42345902.17,13.53679602,Low,14,0
Houston ,1932,houston,29.7598593,-95.3599052,950," Port Arthur, TX ",29.8849504,-93.939947,500,50,115,955,12,10,houston,Alabama,AL,34.1414925,-87.2580686,1,houston,County,69,1069,C01069,107125,23761419647,79989877,587.5496847,48007533,90.67769647,Relatively Moderate,92.53731343,89.78644383,Relatively Moderate,94.02985075,38105374.71,28578808.19,0.71891021,8339358.438,1187208.085,0.00120274,6.71E-06,0.014841979,75.76601671,78.11008591,70.20999908,Relatively High,0.537313433,64,Relatively High,0.865671642,2.65178299,1.259862509,30,0.203632646,23761419647,107125,1.24E+12,79984144.06,1.27E+12,587.5496847,0.004620329,1.51E-06,0.033906519,Relatively High,21903570.96,0.032219223,373742.9858,548223.4781,22825537.43,92.26113273,Relatively Moderate,0.000921812,3.01E-07,0.006853661,85.77604842,28686554.1,93.5397039,Relatively Moderate,182.3250064,0.000466744,40441549.48,37.1721597,Low,37,0
Apalachicola ,1929,apalachicola,29.73,-84.98,750," Tallahassee, FL ",30.4381828,-84.2806235,600,15,105,965,8,9,apalachicola,Florida,FL,29.73,-84.98,12,Franklin,County,37,12037,C12037,12426,2829817130,43701,1435.9564,12319093.31,70.66496977,Relatively Low,19.40298507,64.9644073,Relatively Low,17.91044776,9006501.893,8336600.549,0.057701355,669335.7226,565.6211084,0.002945986,4.64E-06,0.012942979,92.16960693,95.57747375,90.70999908,Very High,0.865671642,28.54999924,Relatively Low,0.537313433,2.511343002,1.367800003,48,0.385391743,2829817130,12426,1.44E+11,43701,1.47E+11,563.650166,0.009546776,2.30E-06,0.044816334,Relatively High,7104595.643,0.00747751,86739.11269,495.2220138,7191829.978,83.61435365,Relatively Low,0.00251062,6.02E-07,0.011332052,92.65023779,9820658.891,87.03454464,Relatively Moderate,8.65346608,0.001207146,1970684.576,32.39451844,Low,32,0
Lake Okeechobee ,1928,west palm beach,26.7100708,-80.0507623,1200," Lake Okeechobee, FL ",26.9689536,-80.7975834,200,2500,140,929,14,13,west palm beach,Florida,FL,26.7100708,-80.0507623,12,Palm Beach,County,99,12099,C12099,1489461,2.39E+11,1034305981,2407.259806,1064699260,99.71364938,Very High,97.01492537,99.72144847,Very High,97.01492537,905373060.1,820336672,5.77924804,67039277.26,17997110.79,0.003438589,3.88E-06,0.017400181,92.54100898,94.46388801,78.83999634,Relatively High,0.597014925,23.64999962,Relatively Low,0.447761194,2.492449045,1.175978508,70,0.330681425,2.39E+11,1489405.232,1.73E+13,971442915.9,1.75E+13,2006.362427,0.00979943,9.48E-06,0.016903177,Very High,802168974.8,4.865693872,56442048.91,5199872.989,863810896.7,99.91353221,Very High,0.003362436,3.27E-06,0.005027403,94.59576308,1017083784,99.8654105,Very High,618.7371202,0.00167846,99283010.25,31.11331606,Low,31,0
Great Miami ,1926,miami,25.7599403,-80.1900622,1000," Fort Lauderdale, FL ",26.1224386,-80.1373174,200,372,150,930,15,14,miami,Florida,FL,25.7599403,-80.1900622,12,Miami-Dade,County,86,12086,C12086,2698679,3.20E+11,960869503,2413.442013,1301109037,99.80909959,Very High,100,99.78334881,Very High,100,959496229.2,802495653.6,10.79630533,125237141.8,31763433.81,0.002511139,4.00E-06,0.033056969,86.84617765,89.34139357,90.06999969,Very High,0.850746269,37.11000061,Relatively Low,0.641791045,2.545964003,1.356033507,62,0.321119523,3.20E+11,2698638.632,3.13E+13,957966933.3,3.16E+13,2012.216045,0.007857425,9.48E-06,0.014778741,Relatively High,739709650.5,7.550028908,87580335.33,4451566.429,831741552.3,99.87029831,Very High,0.002314671,2.80E-06,0.004632852,92.82317337,1133826281,99.95513683,Very High,1118.186799,0.000137845,132590714.1,38.85060547,Low,39,0
Cedar Key ,1926,cedar key,29.1390421,-83.0307764,900," Tampa, FL ",27.9516896,-82.4587527,900,74,120,947,12,10,cedar key,Florida,FL,29.1390421,-83.0307764,12,Levy,County,75,12075,C12075,42750,4701758795,150255923,1607.016636,24650515.57,83.26439707,Relatively Moderate,32.8358209,78.76818323,Relatively Low,31.34328358,16883683.68,13358394.72,0.149474163,1733900.297,1791388.669,0.002841148,3.50E-06,0.01192225,87.92943361,92.07763283,77.40000153,Relatively High,0.552238806,8.399999619,Very Low,0.164179104,2.403367996,1.460019983,51,0.262457999,4701758741,42749.99935,4.96E+11,150193233.8,5.01E+11,1162.836702,0.009546776,2.30E-06,0.044816334,Relatively High,10850147.14,0.023688053,274781.4168,1624756.263,12749684.82,87.37570255,Relatively Moderate,0.002307678,5.54E-07,0.010813259,92.43406831,18690913.17,90.75818753,Relatively Moderate,26.60208926,0.001730994,2925768.589,21.0237243,Low,21,0
